person_name,user_name,email, personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Mihai Stan,mihaistan,mihaistan@141.ro,4900828430285,1917-01-28,"Drumul Stănescu Nr. 93, Corund, 695014",0240 041 379,b0:f5:a9:21:52:79,180.120.143.79,RO36SICT1551691946843874,2025-04-07 14:30:10,6945,739,309,1307503,aea14273-9919-4483-b645-a8165bedf166
Gabriel Georgescu,gabrielgeorgescu,gabrielgeorgescu@email.ro,6011210157330,1966-07-01,"Intrarea Demetra Stancu Nr. 237 Bl. 63  Sc. 44 Ap. 301, Ineu, 209513",0250 069 348,00:e8:89:45:73:87,85.49.227.184,RO82PEFY3485036828547037,2025-04-07 14:30:10,15537,282,406,1029686,1538bf45-6cd6-44b2-9d4a-c68b20be80ea
Tatiana Pușcașu,tatianapușcașu,tatianapușcașu@zzup.ro,6060411302764,1995-10-06,"Bulevardul Zeno Pușcașu Nr. 654, Dobroesti, 977873",0236 983 191,5c:6a:ae:ea:96:3c,161.56.11.124,RO96QWKZ9537021909800255,2025-04-07 14:30:10,27623,376,357,381015,bf3ca4a7-1be0-4114-bc38-dedcd249ea3d
Jeana Ene,jeanaene,jeanaene@acasa.ro,1520615088081,1912-02-28,"Bulevardul Ardelean Nr. 441 Bl. 75  Sc. 11 Ap. 565, Glina, 929299",0767 355 409,fc:8f:16:c6:54:d1,173.41.209.42,RO46DZLK4299874508430653,2025-04-07 14:30:10,6807,176,355,384552,dd5758c9-21fe-44fe-a89e-ed8aaa4a021d
Bogdan Popa,bogdanpopa,bogdanpopa@acasa.ro,4751231134119,1954-11-25,"Intrarea Gheorghiu, Pascani, 585938",0243 194 438,f6:b3:4e:83:15:4f,65.36.70.107,RO90ELBS0841717361156880,2025-04-07 14:30:10,35280,494,378,1952503,00354667-54fd-4b91-8fdd-ef6f7198bf09
Ștefan Oprea,ștefanoprea,ștefanoprea@141.ro,2671208162239,2022-02-08,"Bulevardul Iasmina Ene Nr. 655 Bl. 39  Sc. 17 Ap. 946, Odobesti, 608835",0751 093 799,be:2f:6e:a2:13:41,3.171.140.212,RO98BRHW5271850320341374,2025-04-07 14:30:10,13437,769,693,1003014,852061f1-1ad0-4d2d-91b8-308a4ae05ddc
Cleopatra Dochioiu,cleopatradochioiu,cleopatradochioiu@post.ro,7491131217566,2015-09-21,"Intrarea Tudor Nr. 294, Balotesti, 964322",0734 546 173,62:8c:2d:57:ef:d0,84.0.27.13,RO18IMMP1745352892169447,2025-04-07 14:30:10,16034,745,653,669031,e18f2640-c994-4731-8926-b79020ff3c43
Iustina Ene,iustinaene,iustinaene@email.ro,5441003116392,1957-12-12,"Bulevardul Ruxanda Suciu Nr. 347 Bl. 97  Sc. 35 Ap. 681, Ineu, 808157",0730 458 935,6e:c8:2a:08:b1:ba,48.116.254.90,RO43WSLQ4150976300216772,2025-04-07 14:30:10,12945,444,263,1515020,d20c6bb1-361d-4454-be95-e6a065c4d741
Fabia Stănescu,fabiastănescu,fabiastănescu@zzup.ro,1851231168290,1920-11-23,"Aleea Steluța Preda Nr. 47 Bl. 28  Sc. 23 Ap. 723, Corabia, 586926",0721 007 877,d4:ad:93:7c:32:8e,35.171.135.247,RO55CUFQ2771808678992716,2025-04-07 14:30:10,20994,319,208,1271640,93329dfb-e1e8-459c-bff5-6f47e96fa580
Iosif Nistor,iosifnistor,iosifnistor@email.ro,4400118036648,1939-06-24,"Aleea Cristofor Niță Nr. 176 Bl. 12  Sc. 64 Ap. 624, Borsa, 419960",0261 616 307,f0:6b:48:28:21:71,60.149.178.89,RO91VUPM2866369956756262,2025-04-07 14:30:10,30788,919,326,1509077,f89c45aa-d3d1-4635-b161-b5504f5cb07e
Mădălina Ionescu,mădălinaionescu,mădălinaionescu@acasa.ro,8781206349092,2011-04-19,"Aleea Gheorghiu Nr. 54 Bl. 61  Sc. 56 Ap. 990, Navodari, 487901",0759 362 142,22:a6:af:1c:aa:2c,34.130.148.173,RO95YGJP9933440233988595,2025-04-07 14:30:10,13959,426,707,1381117,920a0844-8b38-4027-955c-2990e64599a4
Tincuța Stancu,tincuțastancu,tincuțastancu@gmail.com,8911216183666,1924-07-28,"Strada Stancu Nr. 743, Hateg, 826972",0747 751 684,66:74:d7:ed:8e:55,176.27.138.233,RO07RVAY8415328450217123,2025-04-07 14:30:10,7095,860,460,1422693,c5a316ec-9d8f-493a-a5ea-f4d3ade84252
Mariana Tabacu,marianatabacu,marianatabacu@email.ro,2150706366601,1953-12-21,"Soseaua Visarion Ioniță Nr. 167 Bl. 63  Sc. 12 Ap. 381, Hateg, 772494",0241 539 692,d2:f4:e2:ee:ce:c9,211.253.238.25,RO93TUBS5643326400414002,2025-04-07 14:30:10,34057,429,734,468318,f97e1daa-437b-4443-94a2-3ccfc72f0436
Avram Niță,avramniță,avramniță@email.ro,4490328187524,2024-04-26,"Intrarea Eftimie, Siret, 250528",0747 584 824,ba:f6:6a:89:7a:52,63.241.171.132,RO23RXXW8336559960663662,2025-04-07 14:30:10,21616,369,460,365638,d1196039-fb2c-4dd0-a94a-24b37474a5b9
Adi Dumitrescu,adidumitrescu,adidumitrescu@141.ro,1660806307423,2010-05-12,"Drumul Eftimie Nr. 619 Bl. 68  Sc. 63 Ap. 351, Rasnov, 592918",0726 317 254,bc:db:67:f1:40:89,162.172.166.220,RO09ZPXD9729294437511384,2025-04-07 14:30:10,19597,364,536,347831,ee981427-0c0a-42c6-9786-2672d9e124ac
Iacob Nistor,iacobnistor,iacobnistor@gmail.com,7131214516085,1950-05-03,"Bulevardul Cristea Oprea, Fetesti-Gara, 824927",0241 577 412,2a:e2:16:13:13:c7,72.238.174.111,RO96PCXA3781782963990336,2025-04-07 14:30:10,25959,703,552,479434,4960ba45-a247-4704-ab15-e5d196bd642f
Monica Voinea,monicavoinea,monicavoinea@post.ro,8821030517539,1916-09-05,"Intrarea Decebal Aanei, Baraolt, 323709",0736 204 353,ce:59:19:00:6c:93,166.102.170.124,RO38MCIP2820429415232411,2025-04-07 14:30:10,5180,353,261,1310085,752e6f7a-76c1-49ea-82df-296a343270d2
Tiberia Gheorghiu,tiberiagheorghiu,tiberiagheorghiu@kappa.ro,4440707230538,1974-08-25,"Aleea Diaconu Nr. 44 Bl. 48  Sc. 69 Ap. 522, Baicoi, 345020",0245 919 006,a6:42:88:65:d2:51,157.189.15.215,RO18BIXE7976121695909819,2025-04-07 14:30:10,21035,741,793,1020321,d965155e-6657-4de6-95f6-6972a79d9276
Radu Dima,radudima,radudima@141.ro,5570218088751,1980-12-01,"Aleea Zaharia Manole Nr. 514, Brad, 218833",0265 831 699,a8:fe:29:1b:f7:90,178.62.215.177,RO28LIYN5651133471122033,2025-04-07 14:30:10,5799,281,592,350306,50be562a-55e9-4cec-8b28-f10c4c97a0b1
Gică Albu,gicăalbu,gicăalbu@email.ro,8990109326185,1914-03-29,"Drumul Aida Ioniță Nr. 327 Bl. 76  Sc. 52 Ap. 103, Beclean, 521378",0735 531 597,3c:06:a1:ae:ed:c6,68.244.250.160,RO77CZLG3798924749253599,2025-04-07 14:30:10,7909,818,626,879821,74645afc-09d6-4863-b8f7-f1d7bc0c49a6
Dragoș Ionescu,dragoșionescu,dragoșionescu@141.ro,8620829240231,1948-07-11,"Aleea Ramona Tomescu Nr. 152, Alexandria, 371139",0755 914 689,82:b7:0f:13:90:6d,215.18.39.166,RO63OUYQ9295291907100372,2025-04-07 14:30:10,10011,172,442,1141974,bb98bc2e-6555-46cc-989f-58e4bc2f6b57
Sinică Stancu,sinicăstancu,sinicăstancu@post.ro,4681021394328,1914-01-31,"Drumul Voinea, Feldru, 345731",0241 341 219,8c:d9:10:95:21:90,193.235.180.171,RO35SOZO4845723876119390,2025-04-07 14:30:10,2335,383,639,1121813,b9168985-bae5-4930-b32c-8ebb3dc35e27
Codrina Suciu,codrinasuciu,codrinasuciu@acasa.ro,6090331188926,1927-02-17,"Soseaua Preda Nr. 36, Curcani, 161863",0758 900 364,ca:77:db:c5:36:49,121.10.113.174,RO28HIAA5209496013233432,2025-04-07 14:30:10,25721,708,473,737532,e04764fe-79e3-4a7d-9bbd-c0725562af0a
Rafael Ardelean,rafaelardelean,rafaelardelean@email.ro,3321223106944,1990-01-23,"Aleea Dinu Nr. 27 Bl. 27  Sc. 91 Ap. 858, Adjud, 994273",0743 208 249,00:ed:0e:27:fc:a7,195.230.79.191,RO38COXM8353469147064331,2025-04-07 14:30:10,35315,261,479,7341,4d596bda-a11b-4289-829e-385443aee9ee
Geanina Dinu,geaninadinu,geaninadinu@kappa.ro,3700216347136,1932-04-25,"Intrarea Nistor Nr. 48 Bl. 97  Sc. 25 Ap. 125, Saveni, 556374",0259 420 257,16:f0:e4:2c:a4:fb,222.20.146.240,RO85XKMD4440452989281739,2025-04-07 14:30:10,17197,462,442,449192,942e302f-5d56-4641-96fc-5588f7ea7afc
Georgel Pop,georgelpop,georgelpop@post.ro,2841023082351,1913-01-12,"Soseaua Stănescu Nr. 84, Blaj, 629593",0266 978 003,6e:c8:64:58:6d:94,135.236.169.88,RO18GDFO0572295762434175,2025-04-07 14:30:10,14548,817,560,1644501,b5e92bde-b29a-4244-87f1-922cbf64c2a9
Pavel Tomescu,paveltomescu,paveltomescu@gmail.com,3900125297051,1953-01-20,"Intrarea Toma, Ramnicu Sarat, 474978",0750 525 513,72:36:a4:ce:dc:57,212.167.78.77,RO85ABCY8887759586848001,2025-04-07 14:30:10,1673,741,741,935531,ef17dd45-01e7-448b-981c-4e51015e4f5c
Fabia Popescu,fabiapopescu,fabiapopescu@post.ro,5390408352213,1991-07-04,"Strada Popescu Nr. 296, Targu Neamt, 621513",0786 269 559,78:de:36:6f:d6:16,84.7.151.160,RO02TGCN0755100145018968,2025-04-07 14:30:10,7359,540,161,167417,b1beb31b-e73a-4038-aedb-0ddd488f43cb
Mihnea Florea,mihneaflorea,mihneaflorea@gmail.com,6081219514037,1956-11-27,"Bulevardul Adelin Dinu, Gheorgheni, 461796",0726 724 501,a8:f9:d9:10:e3:88,203.241.212.143,RO88IUDI3233456176686414,2025-04-07 14:30:10,3485,747,495,789435,2811f43a-99cb-460d-bc91-e276e0559995
Dumitra Albu,dumitraalbu,dumitraalbu@post.ro,6621219122613,1962-04-17,"Intrarea Alexe Florea Nr. 42 Bl. 35  Sc. 60 Ap. 351, Marghita, 379641",0741 777 081,88:6f:7b:14:fc:fd,125.252.14.219,RO14ADUZ2952324760015725,2025-04-07 14:30:10,3900,587,433,503158,1a3fabef-1ce8-4fe5-b5a4-cae87e032440
Lorelei Niță,loreleiniță,loreleiniță@kappa.ro,1500124435770,1913-06-10,"Drumul Oprea Nr. 40, Schela Cladovei, 467137",0711 636 660,b6:a3:8a:91:c7:09,96.217.248.62,RO68HVHU9919459308155600,2025-04-07 14:30:10,34717,538,446,251023,89002720-430d-498d-9487-e2f0a8acd5a5
Aristița Voinea,aristițavoinea,aristițavoinea@gmail.com,6671205040358,1953-10-11,"Bulevardul Mioara Diaconescu, Hunedoara, 116174",0751 371 323,b4:54:f7:c4:2f:48,114.187.21.234,RO23ZZVZ5446767897923590,2025-04-07 14:30:10,11203,311,665,1865435,01637cac-5799-41dd-b772-b07ffcb19565
Valter Stănescu,valterstănescu,valterstănescu@zzup.ro,7081222358702,1950-05-26,"Intrarea Ioniță Nr. 323, Medgidia, 676525",0728 871 089,58:c9:ff:3a:9e:11,40.122.60.145,RO56NBEL4865919934295756,2025-04-07 14:30:10,32023,347,54,794453,8b2aeaf3-525b-488d-9c6c-c108e28ccc83
Draga Dochioiu,dragadochioiu,dragadochioiu@kappa.ro,6290124047646,1968-04-25,"Drumul Alexandra Pop Nr. 900, Sfantu Gheorghe, 713444",0753 584 355,84:67:07:9c:47:e3,206.127.35.48,RO03JCAX0716923558015138,2025-04-07 14:30:10,33011,368,7,311839,228d8e23-5fb9-42d6-b003-7977e8ba9793
Vasile Niță,vasileniță,vasileniță@gmail.com,3990302142473,1944-06-21,"Drumul Dorel Diaconescu, Tunari, 621166",0722 885 189,94:1a:c6:f7:ec:4d,164.252.22.188,RO55CBRL4530061792916754,2025-04-07 14:30:10,4331,761,276,1458016,b31e4635-125e-4c16-911c-f1288090c6ae
Ciprian Pușcașu,ciprianpușcașu,ciprianpușcașu@gmail.com,6450124041768,1917-02-15,"Strada Dinu Nr. 86 Bl. 99  Sc. 48 Ap. 291, Rovinari, 483169",0235 078 707,a0:54:cb:46:5e:ef,154.152.10.170,RO76OAOV5398419372898239,2025-04-07 14:30:10,9752,317,35,1498450,96d15214-690f-4945-8a97-1f3704298451
David Diaconu,daviddiaconu,daviddiaconu@gmail.com,5281012401296,2009-05-03,"Strada Aristița Voinea Nr. 68 Bl. 30  Sc. 77 Ap. 603, Stei, 583884",0729 561 620,40:af:ca:b2:6b:da,133.246.204.96,RO65QJOY1177157324357154,2025-04-07 14:30:10,19159,493,667,319373,1c4637db-f241-4622-a4a6-5598a3d2b202
Aurelian Florea,aurelianflorea,aurelianflorea@post.ro,2740630134556,2014-05-03,"Aleea Eftimie Nr. 48 Bl. 21  Sc. 16 Ap. 552, Blaj, 155723",0720 693 717,f4:a7:98:ba:49:3c,66.38.72.188,RO55QFTH6401553481670547,2025-04-07 14:30:10,9550,26,432,133322,5145327e-5a32-47d8-bc3b-35172560b868
Valentina Popescu,valentinapopescu,valentinapopescu@post.ro,6560115064639,1912-08-14,"Drumul Niță Nr. 72 Bl. 31  Sc. 84 Ap. 796, Beclean, 399727",0753 129 908,34:8f:47:a3:c3:d3,38.37.170.187,RO89TCKB9042241661605284,2025-04-07 14:30:10,17600,398,552,233810,5669c007-5ea2-495e-b6c9-2285c1d7d362
Iacob Dobre,iacobdobre,iacobdobre@kappa.ro,2160908279035,1962-04-14,"Bulevardul Cosmin Nistor Nr. 88 Bl. 55  Sc. 92 Ap. 180, Resita, 702245",0766 547 973,ce:47:01:10:46:c7,24.126.125.210,RO71FQAA9631400769895200,2025-04-07 14:30:10,26250,669,466,450526,8e60ef3c-604b-4716-bda3-64b9eb56c958
Mirela Georgescu,mirelageorgescu,mirelageorgescu@gmail.com,6130507327731,2010-07-17,"Bulevardul Florin Nistor, Focsani, 555781",0231 863 786,c2:78:da:4a:cd:35,165.88.187.230,RO21CXLO7528500807496349,2025-04-07 14:30:10,29669,568,334,665194,7506ee65-26b5-4f8b-89c0-091f597aa86c
Ilarion Toma,ilariontoma,ilariontoma@gmail.com,4471105318661,1995-12-25,"Soseaua Dinu Nr. 865 Bl. 45  Sc. 54 Ap. 281, Sangeorz-Bai, 352915",0234 621 144,a2:c3:cf:f5:8e:9b,30.86.201.232,RO86IXSF1298128957321623,2025-04-07 14:30:10,5766,985,430,1571395,f09659f0-7556-4edc-a61c-9716669732f0
Anghel Stan,anghelstan,anghelstan@zzup.ro,1050120079461,1927-06-25,"Intrarea Preda Nr. 93, Curtici, 994234",0744 693 780,62:36:60:08:2e:80,28.142.102.92,RO85PKIR5085307657077510,2025-04-07 14:30:10,22181,697,135,1508961,bf1732b3-059c-4177-a098-2d353aecaca7
Bernard Nistor,bernardnistor,bernardnistor@gmail.com,3881226168254,1939-10-30,"Soseaua Diaconescu Nr. 13, Pipera (Voluntari), 710282",0711 321 882,92:68:26:c4:d5:69,159.100.156.35,RO67KUAB6821975863002271,2025-04-07 14:30:10,33295,741,137,1123776,450eef86-ed8b-4524-8abe-40bc39b87abf
Iosefina Mazilescu,iosefinamazilescu,iosefinamazilescu@141.ro,5410326215082,2003-03-12,"Bulevardul Panagachie Georgescu Nr. 923 Bl. 31  Sc. 97 Ap. 132, Ruscova, 732421",0759 125 190,8c:1e:a2:ee:e0:29,68.242.254.167,RO94DOVZ6322613517752092,2025-04-07 14:30:10,8166,410,138,28364,d6cd56b2-b0eb-4f8e-94ec-908b89c50897
Voicu Ardelean,voicuardelean,voicuardelean@acasa.ro,2961002525783,1945-03-30,"Strada Dima Nr. 76 Bl. 34  Sc. 42 Ap. 387, Rucar, 188088",0766 111 159,94:80:1d:9a:af:f7,160.219.175.156,RO10BOJL8167609648369909,2025-04-07 14:30:10,15491,377,645,769177,0a0dd92d-e337-4743-8fef-eec6628dc3d1
Axenia Tabacu,axeniatabacu,axeniatabacu@acasa.ro,5750131355664,1972-11-10,"Soseaua Frederic Diaconu, Ianca, 492310",0720 121 394,0c:13:cf:d8:61:2d,12.213.71.164,RO70RDBD7303662112402351,2025-04-07 14:30:10,32152,54,611,833644,5af0c225-d649-43bc-a60d-6e1e28b1c5fd
Atena Preda,atenapreda,atenapreda@post.ro,2510121152030,1980-09-08,"Drumul Gheorghiu Nr. 487 Bl. 83  Sc. 28 Ap. 558, Marginea, 292482",0759 018 260,3a:aa:3e:bb:df:a5,139.63.135.75,RO07JPLH1410498938983011,2025-04-07 14:30:10,12744,651,444,1025022,3de543ef-1b31-431d-9b03-7152496ecaab
Patricia Ene,patriciaene,patriciaene@email.ro,4131002247065,1977-04-01,"Soseaua Grigore Stan Nr. 504, Dej, 864722",0729 895 787,96:4d:e8:d6:c5:1d,16.16.155.206,RO32LBTU6921676267413756,2025-04-07 14:30:10,1422,672,644,133958,7cbc4c9b-115c-411c-944b-076a5066203e
Cantemir Cristea,cantemircristea,cantemircristea@post.ro,4000214257755,1938-05-24,"Strada Toma Nr. 564, Domnesti, 527267",0763 318 265,90:68:f4:59:4b:25,22.242.67.37,RO42EJNT1145146932822714,2025-04-07 14:30:10,12045,808,203,431551,70fe96be-6ceb-4918-85fb-40d552ad477d
Silvian Stancu,silvianstancu,silvianstancu@email.ro,8210926111202,1995-05-07,"Intrarea Preda Nr. 623 Bl. 18  Sc. 84 Ap. 610, Copsa Mica, 338921",0780 543 861,a8:98:d7:53:27:a1,118.127.13.26,RO35DBPJ1267716290745323,2025-04-07 14:30:10,7098,190,101,1183689,8e86e658-1a49-44b0-999d-2f4e80c086fc
Amza Dima,amzadima,amzadima@141.ro,5530908161141,1983-07-22,"Aleea Marin, Petrila, 704283",0739 298 931,ac:14:b7:74:df:2b,167.117.129.86,RO64FRSN3642009347632655,2025-04-07 14:30:10,28515,425,176,803420,628f87fa-7619-466f-bbce-ba274e542d2e
Luciana Stoica,lucianastoica,lucianastoica@acasa.ro,5400615310429,1945-05-01,"Aleea Paraschiva Stoica, Poienile de sub Munte, 801666",0762 632 211,86:a2:1c:4d:1a:58,122.141.220.232,RO36ZNBZ8716507239035428,2025-04-07 14:30:10,12145,412,300,222771,d1917ae6-432d-4710-a8da-95ac59a8b5ac
Ruxanda Nistor,ruxandanistor,ruxandanistor@post.ro,6710219083111,1991-03-25,"Drumul Eftimie Nr. 35, Simeria, 280064",0235 284 658,d4:4d:46:b4:df:39,165.245.227.145,RO52YWAX9699117923745208,2025-04-07 14:30:10,5737,632,440,459306,4b84ed56-ff91-4d82-ba9b-b3bb6a91a481
Giorgiana Pop,giorgianapop,giorgianapop@gmail.com,6100328204884,2011-01-31,"Drumul Ene Nr. 77, Sighisoara, 307175",0721 879 947,10:2f:12:0f:ea:56,142.51.127.195,RO95UVIF8421556489931803,2025-04-07 14:30:10,8713,152,343,903355,525edfe7-fd58-4b00-bbe0-f416e2628d9e
Mitică Gheorghiu,miticăgheorghiu,miticăgheorghiu@post.ro,1510107040039,1933-05-12,"Drumul Stancu Nr. 970, Curcani, 947802",0743 472 879,74:11:2a:7a:7f:f2,65.241.51.233,RO85RPNX4496609277607792,2025-04-07 14:30:10,2563,400,307,1259816,44e6b39e-df86-4ae8-906e-4b73b9b4961c
Safta Tomescu,saftatomescu,saftatomescu@kappa.ro,6721216221569,1928-01-08,"Drumul Nemeș Nr. 696, Dragu-Brad, 908365",0750 826 394,32:56:04:fb:e5:f7,193.172.144.243,RO19GPMF5431724414448625,2025-04-07 14:30:10,12848,753,69,1570992,9f9ae3cb-4aad-4c92-8023-71eb2bbd5978
Dorin Tudor,dorintudor,dorintudor@post.ro,6190620218128,1987-07-07,"Strada Elodia Gheorghiu Nr. 196 Bl. 85  Sc. 57 Ap. 591, Pascani, 153685",0721 856 997,aa:2e:8a:7d:c3:45,146.168.8.216,RO38TONY9301369013451828,2025-04-07 14:30:10,27355,960,475,1148823,18a3814d-2232-4d58-84be-a105b404302c
Bogdana Stănescu,bogdanastănescu,bogdanastănescu@email.ro,1671213079277,1917-04-09,"Aleea Grațian Popa Nr. 86, Ramnicu Valcea, 516973",0264 490 446,7c:f5:42:81:d0:b6,30.208.81.103,RO30ARAZ3390283650404216,2025-04-07 14:30:10,11400,522,299,191907,10993a6b-afb1-42ac-8a83-f5821fb3f612
Ruxandra Stancu,ruxandrastancu,ruxandrastancu@gmail.com,3920125157634,1971-06-04,"Drumul Octav Pușcașu Nr. 200, Bosanci, 272379",0760 825 123,24:10:59:c1:97:ad,182.40.230.113,RO89NVMU4014218949896373,2025-04-07 14:30:10,34058,616,176,1365093,3f750f77-279a-46d4-bb1e-2e48fefbcd77
Zamfira Tabacu,zamfiratabacu,zamfiratabacu@zzup.ro,7420715441131,1987-11-12,"Soseaua Ionescu, Valea lui Mihai, 862861",0253 889 287,8c:cc:44:9e:1c:36,185.44.0.39,RO14UCOK7063016135206868,2025-04-07 14:30:10,34046,707,81,355318,90cece35-4124-4129-a07e-5f420f0a9893
Brăduț Pop,brăduțpop,brăduțpop@email.ro,4351117174800,1920-10-21,"Intrarea Nechifor Suciu Nr. 461, Balotesti, 527660",0766 937 043,10:e0:d7:4d:cd:f4,192.220.39.71,RO49CHMZ6891997794850075,2025-04-07 14:30:10,1900,89,326,498120,423ec6e8-5953-406e-9e8b-ac2b4f210380
Smaranda Dobre,smarandadobre,smarandadobre@email.ro,6080523383351,1981-06-12,"Drumul Savina Gheorghiu, Campina, 748428",0232 950 156,66:33:3b:c4:e4:88,73.242.223.54,RO24MATB7512341116315198,2025-04-07 14:30:10,28278,850,635,555203,b738ebb9-be5b-45f7-9f55-8d22ca77fcd9
Alexandra Suciu,alexandrasuciu,alexandrasuciu@post.ro,6010105423777,1967-03-03,"Strada Sabina Georgescu, Gherla, 625105",0754 751 076,94:8a:ed:87:87:7b,182.204.202.103,RO67KKAM2136540396315669,2025-04-07 14:30:10,12197,909,569,947641,c202e3d3-2036-4efc-aa44-cd4cb087727d
Eliza Nemeș,elizanemeș,elizanemeș@acasa.ro,8091209445809,1955-03-02,"Intrarea Adelaida Niță Nr. 561, Odobesti, 541006",0233 923 937,72:df:ac:d0:12:b4,3.193.166.201,RO80PDZS8065909061824193,2025-04-07 14:30:10,10453,423,762,66589,d05dd141-4e64-4f17-9770-23c839f064fa
Demetra Oprea,demetraoprea,demetraoprea@email.ro,3560302262456,2014-10-13,"Aleea Mugur Mocanu Nr. 637, Segarcea, 343635",0238 678 414,4e:b2:a6:94:f6:40,218.245.183.171,RO51MVBZ7749789166075923,2025-04-07 14:30:10,1056,608,616,83795,998fbe28-eb7f-44a8-95f1-226fdc2e9d9d
Nelu Pușcașu,nelupușcașu,nelupușcașu@acasa.ro,2680317195256,1981-03-25,"Bulevardul Ionescu Nr. 979, Moisei, 585179",0764 069 584,0e:f2:41:8a:79:c8,136.244.212.3,RO75FRFF3517145566027647,2025-04-07 14:30:10,27572,315,137,1784852,8f6a8bfa-692f-41c0-85db-6ad7e9d88e6f
Rozalia Diaconu,rozaliadiaconu,rozaliadiaconu@post.ro,5561123359967,1949-03-12,"Strada Manole Nr. 72, Matca, 478660",0237 853 307,72:0e:25:8f:0a:13,27.20.233.123,RO59YDJM5840678655855876,2025-04-07 14:30:10,35122,843,688,1235207,f3814e63-f7e4-42ff-9ca3-83c9b3010a7a
Eva Popescu,evapopescu,evapopescu@141.ro,2841113135327,1911-08-17,"Intrarea Henrieta Cristea Nr. 564, Targoviste, 913697",0752 011 226,60:ec:47:31:36:59,190.220.224.36,RO74ZPWQ8513212754818569,2025-04-07 14:30:10,8915,611,394,725992,c9e2af8f-ed01-49d8-bb8f-310c0f5f23a1
Amanda Dumitrescu,amandadumitrescu,amandadumitrescu@kappa.ro,3031129434454,1924-09-29,"Aleea Elisaveta Pușcașu Nr. 74, Zarnesti, 473927",0253 229 639,64:e6:47:cb:a6:8d,11.98.237.144,RO12ALZE8724201888847928,2025-04-07 14:30:10,16093,50,59,1352426,5aa7dda0-30de-403a-b048-447ab27426d5
Olivia Stănescu,oliviastănescu,oliviastănescu@acasa.ro,1291012092253,1923-08-09,"Aleea Aanei Nr. 47, Anina, 688452",0732 282 765,c2:02:78:4b:c4:3e,109.35.46.228,RO26HSDL8814993622907688,2025-04-07 14:30:10,28467,951,362,1724593,3d515799-6ce6-4759-b456-e9eeea133c8e
Florența Stancu,florențastancu,florențastancu@acasa.ro,6400925145066,1969-08-14,"Drumul Eftimie, Babeni, 644082",0725 815 503,1e:80:86:f2:c2:9b,84.48.148.183,RO19ORPE3356776404719688,2025-04-07 14:30:10,26565,342,446,527389,48046b8a-e999-4ca3-858b-773eb40d1143
Jasmina Nistor,jasminanistor,jasminanistor@acasa.ro,1310424236489,1931-05-27,"Bulevardul Diaconescu Nr. 29, Jilava, 776712",0247 444 818,8c:4a:13:45:94:ec,136.226.195.53,RO77CGUP0091226282892127,2025-04-07 14:30:10,19783,795,272,1458398,ca5d19e4-509c-4a01-b36a-426c9c84dfcd
Măriuca Stan,măriucastan,măriucastan@zzup.ro,5770216179643,1946-08-10,"Drumul Dobre, Vicovu de Jos, 990832",0236 685 432,1a:61:1f:ad:dc:f8,22.156.42.154,RO56UPTS7482670085196433,2025-04-07 14:30:10,29820,777,166,1160550,28434fb5-b081-45e6-9991-bf988796de0e
Ludovic Aanei,ludovicaanei,ludovicaanei@141.ro,8350308369167,2018-11-24,"Intrarea Cristea Nr. 503, Targu Frumos, 544366",0238 082 002,1c:6a:4b:41:e1:03,35.124.197.136,RO25RRBD7843087401128187,2025-04-07 14:30:10,18822,900,222,314429,8450f3d6-085d-4dd6-ba9b-9555a0ce192f
Aida Tudor,aidatudor,aidatudor@email.ro,7880328015413,1959-10-05,"Intrarea Cristea, Moreni, 705226",0744 638 042,14:ec:65:c1:fa:31,101.227.233.69,RO54DTRI1859372163346023,2025-04-07 14:30:10,3815,532,225,990791,a9815459-3c2b-48ed-b1bb-cabf9670f52e
Todor Manole,todormanole,todormanole@gmail.com,1290408187811,1986-12-25,"Drumul Diaconu, Moldova Veche, 886589",0788 656 026,ac:be:a7:c5:8b:df,87.229.120.205,RO93DQPN9020443757143603,2025-04-07 14:30:10,32246,787,723,1031478,323fe9c8-a58c-46c4-968e-d9652ce64612
Dragoș Toma,dragoștoma,dragoștoma@zzup.ro,7960401180341,1915-11-13,"Drumul Axenia Pop Nr. 318 Bl. 80  Sc. 98 Ap. 543, Topoloveni, 476247",0727 196 552,32:54:f4:ee:dd:89,92.49.145.19,RO72ATQR7478711810094142,2025-04-07 14:30:10,14256,769,457,269471,6a569415-97ab-425d-b06f-940e4d2b2db2
Floarea Diaconu,floareadiaconu,floareadiaconu@gmail.com,2430225186608,1997-03-19,"Soseaua Preda Nr. 470 Bl. 95  Sc. 49 Ap. 900, Baicoi, 131662",0239 331 095,48:61:3a:c0:38:97,95.94.118.28,RO09KQCY1806211847247830,2025-04-07 14:30:10,11304,554,21,1982488,8d24b016-acd8-4eca-8e65-d8f79f965261
Steluța Pop,steluțapop,steluțapop@zzup.ro,3610527291613,1930-10-20,"Intrarea Ioniță, Pogoanele, 206526",0764 495 404,80:a1:42:8a:d3:42,11.60.17.228,RO84TPJH5475608304056518,2025-04-07 14:30:10,12877,123,714,1593653,c2ee5ba1-a724-4859-8da3-a838c88d7c41
